number,name,region,weight,height,type1,type2,height,Evolution,Evolution2,Evolution3,Evolution4,Evolution5,Evolution6,Evolution7,Evolution8,EV Method,EV Method2,EV Method3,EV Method4,EV Method5,EV Method6,EV Method7,EV Method8,EV Stage,"R,B,Y","G,S,C","R,S,E","FR,LG","D,P,P","HG,SS","B,W,B2,W2","X,Y","OR,AS","S,M,US,UM","LGP,LGE","S,S",Entry Red,Entry Blue,Entry Yellow,Entry Gold,Entry Silver,Entry Crystal,Entry Ruby,Entry Saphire,Entry Emerald,Entry Fire Red,Entry Leaf Green,Entry Diamond,Entry Pearl,Entry Platinum,Entry Heart Gold,Entry Soul Silver,Entry Black,Entry White,Entry Black 2,Entry White 2,Entry X,Entry Y,Entry Omega Ruby,Entry Alpha Saphire,Entry Sun,Entry Moon,Entry Ultra Sun,Entry Ultra Moon,Entry Let's Go Pikachu,Entry Let's Go Eevee,Entry Sword,Entry Shield
496,servine,Unova,35.3,"2'07""",grass,,2.07,serperior,,,,,,,,36,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,serperior,Unova,138.9,"10'10""",grass,,10.1,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,tepig,Unova,21.8,"1'08""",fire,,1.08,pignite,,,,,,,,17,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,pignite,Unova,122.4,"3'03""",fire,fighting,3.03,emboar,,,,,,,,36,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,emboar,Unova,330.7,"5'03""",fire,fighting,5.03,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,oshawott,Unova,13,"1'08""",water,,1.08,dewott,,,,,,,,17,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,dewott,Unova,54,"2'07""",water,,2.07,samurott,,,,,,,,36,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,samurott,Unova,208.6,"4'11""",water,,4.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,patrat,Unova,25.6,"1'08""",normal,,1.08,watchdog,,,,,,,,20,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,watchdog,Unova,59.5,"3'07""",normal,,3.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,lilipup,Unova,9,"1'04""",normal,,1.04,herdier,,,,,,,,16,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,herdier,Unova,32.4,"2'11""",normal,,2.11,stoutland,,,,,,,,32,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,stoutland,Unova,134.5,"3'11""",normal,,3.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,purrloin,Unova,22.3,"1'03""",dark,,1.04,liepard,,,,,,,,20,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,liepard,Unova,82.7,"3'07""",dark,,3.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,pansage,Unova,23.1,"2'00""",grass,,2,semisage,,,,,,,,leaf stone,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,semisage,Unova,67.2,"3'07""",grass,,3.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,pansear,Unova,24.3,"2'00""",fire,,2,semisear,,,,,,,,fire stone,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,semisear,Unova,61.7,"3'03""",fire,,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,panpour,Unova,29.8,"2'00""",water,,2,semipour,,,,,,,,water stone,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,semipour,Unova,63.9,"3'03""",water,,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,munna,Unova,51.4,"2'00""",psychic,,2,musharna,,,,,,,,moon stone,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,musharna,Unova,133.4,"3'07""",psychic,,3.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,pidove,Unova,4.6,"1'00""",normal,flying,1,tranquill,,,,,,,,21,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,tranquill,Unova,33.1,"2'00""",normal,flying,2,unfezant,,,,,,,,32,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,unfezant,Unova,63.9,"3'11""",normal,flying,3.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,blitzle,Unova,65.7,"2'07""",electric,,2.07,zebstrika,,,,,,,,27,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,zebstrika,Unova,175.3,"5'03""",electric,,5.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,roggenrola,Unova,39.7,"1'04""",rock,,1.04,boldore,,,,,,,,25,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,boldore,Unova,224.9,"2'11""",rock,,2.11,gigalith,,,,,,,,trade,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,gigalith,Unova,573.2,"5'07""",rock,,5.07,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,woobat,Unova,4.6,"1'04""",psychic,flying,1.04,swoobat,,,,,,,,lvl+ with friendship,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,swoobat,Unova,23.1,"2'11""",psychic,flying,2.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,drilbur,Unova,18.7,"1'00""",ground,,1,excadrill,,,,,,,,31,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,excadrill,Unova,89.1,"2'04""",ground,steel,2.04,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,audino,Unova,68.3,"3'07""",normal,,3.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,timburr,Unova,27.6,"2'00""",fighting,,2,gurdurr,,,,,,,,25,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,gurdurr,Unova,88.2,"3'11""",fighting,,3.11,conkeldurr,,,,,,,,trade,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,conkeldurr,Unova,191.8,"4'07""",fighting,,4.07,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,tympole,Unova,9.9,"1'08""",water,,1.08,palpitoad,,,,,,,,25,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,palpitoad,Unova,37.5,"2'07""",water,ground,2.07,seismitoad,,,,,,,,36,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,seismitoad,Unova,136.7,"4'11""",water,ground,4.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,throh,Unova,122.4,"4'03""",fighting,,4.03,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,sawk,Unova,112.4,"4'07""",fighting,,4.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,swewaddle,Unova,5.5,"1'00""",bug,grass,1,swadloon,,,,,,,,20,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,swadloon,Unova,16.1,"1'08""",bug,grass,1.08,leavanny,,,,,,,,lvl+ with friendship,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,leavanny,Unova,45.2,"3'11""",bug,grass,3.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,venipede,Unova,11.7,"1'04""",bug,poison,1.04,whirlipede,,,,,,,,22,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,whirlipede,Unova,129,"3'11""",bug,poison,3.11,scolopede,,,,,,,,30,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,scolopede,Unova,442,"8'02""",bug,poison,8.02,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,cottenee,Unova,1.3,"1'00""",grass,fairy,1,whimsicott,,,,,,,,sun stone,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,whimsicott,Unova,14.6,"2'04""",grass,fairy,2.04,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,petilil,Unova,14.6,"1'08""",grass,,1.08,liligant,,,,,,,,sun stone,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,liligant,Unova,35.9,"3'07""",grass,,3.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,basculin,Unova,39.7,"3'03""",water,,3.03,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,sandile,Unova,33.5,"2'04""",ground,dark,2.04,krokorok,,,,,,,,29,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,krokorok,Unova,73.6,"3'03""",ground,dark,3.03,krookodile,,,,,,,,40,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,krookodile,Unova,212.3,"4'11""",ground,dark,4.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,darumaka,Unova,82.7,"2'00""",fire,,2,darmanitan,,,,,,,,35,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554.1,darumaka,Galar,106.9,"4'07""",ice,,4.07,darmanitan,,,,,,,,ice stone,,,,,,,,1,N,N,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,darmanitan,Unova,204.8,"4'03""",fire,,4.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555.1,darmanitan,Galar,264.6,"5'07""",ice,,5.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,maractus,Unova,61.7,"3'03""",grass,,3.03,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,dwebble,Unova,32,"1'00""",bug,rock,1,crustle,,,,,,,,34,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,crustle,Unova,440.9,"4'07""",bug,rock,4.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,scraggy,Unova,26,"2'00""",dark,fighting,2,scrafty,,,,,,,,39,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,scrafty,Unova,66.1,"3'07""",dark,fighting,3.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,sigilyph,Unova,30.9,"4'07""",psychic,flying,4.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,yamask,Unova,3.3,"1'08""",ghost,,1.08,cofagrigus,,,,,,,,34,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562.1,yamask,Galar,3.3,"1'08""",ground,ghost,1.08,runerigus,,,,,,,,49+ damage in the dusty bowl,,,,,,,,1,N,N,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,cofagrigus,Unova,168.7,"5'07""",ghost,,5.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,tirtouga,Unova,36.4,"2'04""",water,rock,2.04,carracosta,,,,,,,,37,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,carracosta,Unova,178.6,"3'11""",water,rock,3.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,archen,Unova,20.9,"1'08""",rock,flying,1.08,archeops,,,,,,,,37,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,archeops,Unova,70.5,"4'07""",rock,flying,4.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,trubbish,Unova,68.3,"2'00""",poison,,2,garbodor,,,,,,,,36,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,garbodor,Unova,236.6,"6'03""",poison,,6.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,zorua,Unova,27.6,"2'04""",dark,,2.04,zoroark,,,,,,,,30,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,zoroark,Unova,178.8,"5'03""",dark,,5.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,minccino,Unova,12.8,"1'04""",normal,,1.04,cinccino,,,,,,,,shiny stone,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,cinccino,Unova,16.5,"1'08""",normal,,1.08,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,gothita,Unova,12.8,"1'04""",psychic,,1.04,gothorita,,,,,,,,32,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,gothorita,Unova,39.7,"2'04""",psychic,,2.04,gothitelle,,,,,,,,41,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,gothitelle,Unova,97,"4'11""",psychic,,4.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,solosis,Unova,2.2,"1'00""",psychic,,1,duossion,,,,,,,,32,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,duossion,Unova,17.6,"2'00""",psychic,,2,reuniclus,,,,,,,,41,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,reuniclus,Unova,44.3,"3'03""",psychic,,3.03,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,ducklett,Unova,12.1,"1'08""",water,flying,1.08,swanna,,,,,,,,35,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,swanna,Unova,53.4,"4'03""",water,flying,4.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,vanillite,Unova,12.6,"1'04""",ice,,1.04,vanillish,,,,,,,,35,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,vanillish,Unova,90.4,"3'07""",ice,,3.07,vanilluxe,,,,,,,,47,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,vanilluxe,Unova,126.8,"4'03""",ice,,4.03,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,deerling,Unova,43,"2'00""",normal,grass,2,sawsbuck,,,,,,,,34,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,sawsbuck,Unova,203.9,"6'03""",normal,grass,6.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,emolga,Unova,11,"1'04""",electric,flying,1.04,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,karrablast,Unova,13,"1'08""",bug,,1.08,escavalier,,,,,,,,trade with shelmut,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,escavalier,Unova,72.8,"3'03""",bug,steel,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,foongus,Unova,2.2,"0'08""",grass,poison,0.08,amoonguss,,,,,,,,39,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,amoonguss,Unova,23.1,"2'00""",grass,poison,2,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,frillish,Unova,72.8,"3'11""",water,ghost,3.11,jelicent,,,,,,,,40,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,jelicent,Unova,297.6,"7'03""",water,ghost,7.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,alomomola,Unova,69.7,"3'11""",water,,3.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,joltik,Unova,1.3,"0'04""",bug,electric,0.04,galvantula,,,,,,,,36,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,galvantula,Unova,31.5,"2'07""",bug,electric,2.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,ferroseed,Unova,41.4,"2'00""",grass,steel,2,ferrothorn,,,,,,,,40,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,ferrothorn,Unova,242.5,"3'03""",grass,steel,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,klink,Unova,46.3,"1'00""",steel,,1,klang,,,,,,,,38,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,klang,Unova,112.4,"2'00""",steel,,2,klinklang,,,,,,,,49,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,klinklang,Unova,178.6,"2'00""",steel,,2,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,tynamo,Unova,0.7,"0'08""",electric,,0.08,eelektrik,,,,,,,,39,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,eelektrik,Unova,48.5,"3'11""",electric,,3.11,eelektross,,,,,,,,thunderstone,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,eelektross,Unova,177.5,"6'11""",electric,,6.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,elgyem,Unova,19.8,"1'08""",psychic,,1.08,beheeyem,,,,,,,,42,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,beheeyem,Unova,76.1,"3'03""",psychic,,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,litwick,Unova,6.8,"1'00""",ghost,fire,1,lampent,,,,,,,,41,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,lampent,Unova,28.7,"2'00""",ghost,fire,2,chandelure,,,,,,,,dusk stone,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,chandelure,Unova,75.6,"3'03""",ghost,fire,3.03,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,axew,Unova,39.7,"2'00""",dragon,,2,fraxure,,,,,,,,38,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,fraxure,Unova,79.4,"3'03""",dragon,,3.03,haxorus,,,,,,,,48,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,haxorus,Unova,232.6,"5'11""",dragon,,5.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,cubchoo,Unova,18.7,"1'08""",ice,,1.08,beartic,,,,,,,,37,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,beartic,Unova,573.2,"8'06""",ice,,8.06,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,cryogonal,Unova,326.3,"3'07""",ice,,3.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,shelmet,Unova,17,"1'04""",bug,,1.04,accelgor,,,,,,,,trade with karrablast,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,accelgor,Unova,55.8,"2'07""",bug,,2.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,stunfisk,Unova,24.3,"2'04""",ground,electric,2.04,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618.1,stunfisk,Galar,45.2,"2'04""",ground,steel,2.04,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,mienfoo,Unova,44.1,"2'11""",fighting,,2.11,mienshao,,,,,,,,50,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,mienshao,Unova,78.3,"4'07""",fighting,,4.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,druddigon,Unova,306.4,"5'03""",dragon,,5.03,,,,,,,,,,,,,,,,,0,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,golett,Unova,202.8,"3'03""",ground,ghost,3.03,golurk,,,,,,,,43,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,golurk,Unova,727.5,"9'02""",ground,ghost,9.02,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,pawniard,Unova,22.5,"1'08""",dark,steel,1.08,bisharp,,,,,,,,52,,,,,,,,1,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,bisharp,Unova,154.3,"5'03""",dark,steel,5.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
